text@est1996f	@est1996f	257.284	265.424	в принципе понимала / что я не / не то что не третья / но там было много конкуренток на третье место // и /
text@est1996f	@est1996f	265.669	270.32	почему-то я уже там с начала сезона / у меня были мысли / что скорее всего я не поеду //
text@est1996f	@est1996f	270.589	277.559	но это ни в коем случае нельзя делать / а у меня почему-то вот уже какое-то ощущение сложилось / что наверное я не попаду //
text@est1996f	@est1996f	277.739	282.51	и я так этим мм / с этими ощущениями сезон спокойненько прошла //
text@est1996f	@est1996f	282.929	286.499	и / для меня не было какой-то новостью / что я не поехала на олимпиаду //
text@est1996f	@est1996f	286.549	294.309	почему / постолимпийский сезон был такой хороший / то что я свободная выходила / у меня на плечах не было никакого груза / я каталась в кайф //
text@est1996f	@est1996f	294.644	297.374	и я выиграла чемпионат мира / блин / после этого //
text@est1996f	@est1996f	297.674	302.964	ну то есть / это настолько это всё зависит от твоего мышления / сознания там /
text@est1996f	@est1996f	303.067	307.566	устойчивости / что / блин / это одно из самых важных вообще в фигурном катании //
text@ag1995m	@ag1995m	0.14	2.85	но при этом вся команда Тутберидзе / которой сейчас восхищаются  //
text@ag1995m	@ag1995m	2.87	5.4	я имею в виду девочек / да / ту же Трусову в первую очередь //
text@ag1995m	@ag1995m	5.43	9.32	наверняка / их ждёт примерно то же самое будущее / которое было у тебя //
text@ag1995m	@ag1995m	9.345	13.37	я имею в виду что / пубертатный период / и вся техника рушится // это же неизбежность? //
text@ag1995m	@ag1995m	53.83	59.3	а что ты чувствуешь в этот момент? // вот к... как происходит эта перестройка? // то есть ты прыгаешь / прыгаешь / что случается потом? //
text@ag1995m	@ag1995m	89.623	92.13	а при этом же вес бешеный прибавляется //
text@ag1995m	@ag1995m	127.545	128.92	а что / в голове происходит? //
text@ag1995m	@ag1995m	163.097	164.37	у тебя такой период дважды был //
text@ag1995m	@ag1995m	190.219	191.02	м почему? //
text@ag1995m	@ag1995m	222.689	225.609	но э при этом две трагедии / два таких удара по тебе //
text@ag1995m	@ag1995m	225.704	227.824	по сути ты могла бы участвовать на двух олимпиадах //
words@est1996f	@est1996f	3.83	4.22	угу
words@est1996f	@est1996f	13.392	13.44	с
words@est1996f	@est1996f	13.44	13.6	этим
words@est1996f	@est1996f	13.6	13.92	можно
words@est1996f	@est1996f	13.92	14.13	как
words@est1996f	@est1996f	14.13	14.24	бы
words@est1996f	@est1996f	14.24	14.35	/
words@est1996f	@est1996f	14.35	15.13	бороться
words@est1996f	@est1996f	15.13	15.31	/
words@est1996f	@est1996f	15.31	15.5	но
words@est1996f	@est1996f	15.5	16.11	очень
words@est1996f	@est1996f	16.11	16.58	сложно
words@est1996f	@est1996f	16.58	16.77	/
words@est1996f	@est1996f	16.77	17.17	и
words@est1996f	@est1996f	17.17	17.34	/
words@est1996f	@est1996f	17.34	17.62	э
words@est1996f	@est1996f	17.62	18.42	можно
words@est1996f	@est1996f	18.42	18.91	бороться
words@est1996f	@est1996f	18.91	19.13	как
words@est1996f	@est1996f	19.13	19.28	бы
words@est1996f	@est1996f	19.28	19.72	э
words@est1996f	@est1996f	19.72	19.84	в
words@est1996f	@est1996f	19.84	20.031	к...
words@est1996f	@est1996f	20.031	20.394	более
words@est1996f	@est1996f	20.394	20.757	короткое
words@est1996f	@est1996f	20.757	21.12	время
words@est1996f	@est1996f	21.12	21.324	/
words@est1996f	@est1996f	21.324	21.41	то
words@est1996f	@est1996f	21.41	21.51	есть
words@est1996f	@est1996f	21.51	21.61	/
words@est1996f	@est1996f	21.61	22.82	неизвестно
words@est1996f	@est1996f	22.82	22.93	/
words@est1996f	@est1996f	22.93	23.04	у
words@est1996f	@est1996f	23.04	23.555	кого
words@est1996f	@est1996f	23.555	24.07	насколько
words@est1996f	@est1996f	24.07	24.35	это
words@est1996f	@est1996f	24.35	24.88	растянется
words@est1996f	@est1996f	24.88	25.1	//
words@est1996f	@est1996f	25.111	25.31	то
words@est1996f	@est1996f	25.31	25.58	есть
words@est1996f	@est1996f	25.58	25.695	/
words@est1996f	@est1996f	25.695	25.81	это
words@est1996f	@est1996f	25.81	26.136	может
words@est1996f	@est1996f	26.136	26.462	быть
words@est1996f	@est1996f	26.462	26.571	на
words@est1996f	@est1996f	26.571	26.68	/
words@est1996f	@est1996f	26.68	26.908	только
words@est1996f	@est1996f	26.908	27.136	летом
words@est1996f	@est1996f	27.136	27.364	//
words@est1996f	@est1996f	27.364	27.592	а
words@est1996f	@est1996f	27.592	27.82	к
words@est1996f	@est1996f	27.82	28.33	сезону
words@est1996f	@est1996f	28.33	28.6	ты
words@est1996f	@est1996f	28.6	28.89	уже
words@est1996f	@est1996f	28.89	29.43	будешь
words@est1996f	@est1996f	29.43	29.67	как
words@est1996f	@est1996f	29.67	29.9	бы
words@est1996f	@est1996f	29.9	30.234	опять
words@est1996f	@est1996f	30.234	30.357	а
words@est1996f	@est1996f	30.357	30.48	/
words@est1996f	@est1996f	30.48	30.722	перестроишься
words@est1996f	@est1996f	30.722	30.964	/
words@est1996f	@est1996f	30.964	31.206	поймёшь
words@est1996f	@est1996f	31.206	31.448	как
words@est1996f	@est1996f	31.448	31.69	бы
words@est1996f	@est1996f	31.69	31.932	/
words@est1996f	@est1996f	31.932	32.175	какие
words@est1996f	@est1996f	32.175	32.36	у
words@est1996f	@est1996f	32.36	32.776	тебя
words@est1996f	@est1996f	32.776	33.192	новые
words@est1996f	@est1996f	33.192	33.65	нюансы
words@est1996f	@est1996f	33.65	33.875	/
words@est1996f	@est1996f	33.875	34.1	и
words@est1996f	@est1996f	34.1	34.325	всё
words@est1996f	@est1996f	34.325	34.55	/
words@est1996f	@est1996f	34.55	34.775	и
words@est1996f	@est1996f	34.775	35.0	ты
words@est1996f	@est1996f	35.0	35.226	опять
words@est1996f	@est1996f	35.226	35.71	будешь
words@est1996f	@est1996f	35.71	35.89	в
words@est1996f	@est1996f	35.89	36.07	топе
words@est1996f	@est1996f	36.07	36.25	//
words@est1996f	@est1996f	36.275	36.44	то
words@est1996f	@est1996f	36.44	36.64	есть
words@est1996f	@est1996f	36.64	36.811	/
words@est1996f	@est1996f	36.811	36.983	но
words@est1996f	@est1996f	36.983	37.13	в
words@est1996f	@est1996f	37.13	37.63	принципе
words@est1996f	@est1996f	37.63	37.852	всё
words@est1996f	@est1996f	37.852	38.064	равно
words@est1996f	@est1996f	38.064	38.276	/
words@est1996f	@est1996f	38.276	39.03	перестроение
words@est1996f	@est1996f	39.03	39.32	как
words@est1996f	@est1996f	39.32	39.55	бы
words@est1996f	@est1996f	39.55	39.662	в
words@est1996f	@est1996f	39.662	40.024	девушку
words@est1996f	@est1996f	40.024	40.182	/
words@est1996f	@est1996f	40.182	40.34	оно
words@est1996f	@est1996f	40.34	40.596	должно
words@est1996f	@est1996f	40.596	40.852	быть
words@est1996f	@est1996f	40.852	41.11	//
words@est1996f	@est1996f	41.39	41.614	просто
words@est1996f	@est1996f	41.614	41.838	/
words@est1996f	@est1996f	41.838	42.062	если
words@est1996f	@est1996f	42.062	42.23	у
words@est1996f	@est1996f	42.23	42.61	тебя
words@est1996f	@est1996f	42.61	42.947	хорошая
words@est1996f	@est1996f	42.947	43.4	техника
words@est1996f	@est1996f	43.4	43.57	/
words@est1996f	@est1996f	43.57	43.96	высота
words@est1996f	@est1996f	43.96	44.68	останется
words@est1996f	@est1996f	44.68	44.85	/
words@est1996f	@est1996f	44.85	45.02	то
words@est1996f	@est1996f	45.02	45.16	/
words@est1996f	@est1996f	45.16	45.3	ты
words@est1996f	@est1996f	45.3	45.751	можешь
words@est1996f	@est1996f	45.751	45.875	/
words@est1996f	@est1996f	45.875	46.0	не
words@est1996f	@est1996f	46.0	46.22	так
words@est1996f	@est1996f	46.22	46.99	болезненно
words@est1996f	@est1996f	46.99	47.27	как
words@est1996f	@est1996f	47.27	47.41	бы
words@est1996f	@est1996f	47.41	47.55	/
words@est1996f	@est1996f	47.55	47.66	с
words@est1996f	@est1996f	47.66	48.0	этим
words@est1996f	@est1996f	48.0	48.16	м
words@est1996f	@est1996f	48.16	48.93	мм
words@est1996f	@est1996f	48.93	50.02	справляться
words@est1996f	@est1996f	50.02	50.27	//
words@est1996f	@est1996f	50.27	50.44	то
words@est1996f	@est1996f	50.44	50.75	есть
words@est1996f	@est1996f	50.75	50.91	ты
words@est1996f	@est1996f	50.91	51.17	будешь
words@est1996f	@est1996f	51.17	51.402	выступать
words@est1996f	@est1996f	51.402	51.634	/
words@est1996f	@est1996f	51.634	51.866	будешь
words@est1996f	@est1996f	51.866	52.098	выступать
words@est1996f	@est1996f	52.098	52.33	хорошо
words@est1996f	@est1996f	52.33	52.562	/
words@est1996f	@est1996f	52.562	52.794	просто
words@est1996f	@est1996f	52.794	53.026	тебе
words@est1996f	@est1996f	53.026	53.258	будет
words@est1996f	@est1996f	53.258	53.49	немножко
words@est1996f	@est1996f	53.49	53.722	тяжелее
words@est1996f	@est1996f	53.722	53.96	//
words@est1996f	@est1996f	59.305	59.65	просто
words@est1996f	@est1996f	59.65	59.77	/
words@est1996f	@est1996f	59.77	59.89	тебе
words@est1996f	@est1996f	59.89	60.113	становится
words@est1996f	@est1996f	60.113	60.336	/
words@est1996f	@est1996f	60.336	60.92	тяжелее
words@est1996f	@est1996f	60.92	61.219	всё
words@est1996f	@est1996f	61.219	61.518	делать
words@est1996f	@est1996f	61.518	61.817	//
words@est1996f	@est1996f	61.817	62.116	вот
words@est1996f	@est1996f	62.116	62.415	и
words@est1996f	@est1996f	62.415	62.714	всё
words@est1996f	@est1996f	62.714	63.015	//
words@est1996f	@est1996f	64.8	64.94	и
words@est1996f	@est1996f	64.94	65.153	/
words@est1996f	@est1996f	65.153	65.366	ну
words@est1996f	@est1996f	65.366	65.58	и
words@est1996f	@est1996f	65.58	66.179	стабильность
words@est1996f	@est1996f	66.179	66.51	естест...
words@est1996f	@est1996f	66.51	66.83	естественно
words@est1996f	@est1996f	66.83	67.15	хуже
words@est1996f	@est1996f	67.15	67.47	становится
words@est1996f	@est1996f	67.47	67.79	/
words@est1996f	@est1996f	67.79	68.11	потому
words@est1996f	@est1996f	68.11	68.43	что
words@est1996f	@est1996f	68.43	68.75	не
words@est1996f	@est1996f	68.75	69.01	так
words@est1996f	@est1996f	69.01	69.39	легко
words@est1996f	@est1996f	69.39	69.86	теперь
words@est1996f	@est1996f	69.86	70.2	всю
words@est1996f	@est1996f	70.2	71.01	программу
words@est1996f	@est1996f	71.01	71.28	катать
words@est1996f	@est1996f	71.28	71.55	//
words@est1996f	@est1996f	71.555	71.72	и
words@est1996f	@est1996f	71.72	72.09	сложно
words@est1996f	@est1996f	72.09	72.36	уже
words@est1996f	@est1996f	72.36	73.03	становится
words@est1996f	@est1996f	73.03	73.35	после
words@est1996f	@est1996f	73.35	73.56	там
words@est1996f	@est1996f	73.56	73.9	двух
words@est1996f	@est1996f	73.9	74.24	трёх
words@est1996f	@est1996f	74.24	74.502	элементов
words@est1996f	@est1996f	74.502	74.765	//
words@est1996f	@est1996f	74.775	75.17	потом
words@est1996f	@est1996f	75.17	75.5	тебе
words@est1996f	@est1996f	75.5	75.93	нужно
words@est1996f	@est1996f	75.93	76.25	ещё
words@est1996f	@est1996f	76.25	76.807	собирать
words@est1996f	@est1996f	76.807	76.893	/
words@est1996f	@est1996f	76.893	76.98	и
words@est1996f	@est1996f	76.98	77.5	поэтому
words@est1996f	@est1996f	77.5	78.22	появляется
words@est1996f	@est1996f	78.22	78.541	нестабильность
words@est1996f	@est1996f	78.541	78.863	/
words@est1996f	@est1996f	78.863	79.66	появляются
words@est1996f	@est1996f	79.66	79.905	ошибки
words@est1996f	@est1996f	79.905	80.15	//
words@est1996f	@est1996f	80.187	80.49	тем
words@est1996f	@est1996f	80.49	80.793	самым
words@est1996f	@est1996f	80.793	81.096	ты
words@est1996f	@est1996f	81.096	81.399	себе
words@est1996f	@est1996f	81.399	81.702	загоняешь
words@est1996f	@est1996f	81.702	81.83	в
words@est1996f	@est1996f	81.83	82.058	голову
words@est1996f	@est1996f	82.058	82.286	/
words@est1996f	@est1996f	82.286	82.514	блин
words@est1996f	@est1996f	82.514	82.742	надо
words@est1996f	@est1996f	82.742	82.97	/
words@est1996f	@est1996f	82.97	83.198	что-то
words@est1996f	@est1996f	83.198	83.426	или
words@est1996f	@est1996f	83.426	83.654	улучшить
words@est1996f	@est1996f	83.654	83.882	/
words@est1996f	@est1996f	83.882	84.11	или
words@est1996f	@est1996f	84.11	84.338	поменять
words@est1996f	@est1996f	84.338	84.566	/
words@est1996f	@est1996f	84.566	84.794	или
words@est1996f	@est1996f	84.794	85.022	что
words@est1996f	@est1996f	85.022	85.25	надо
words@est1996f	@est1996f	85.25	85.478	сделать
words@est1996f	@est1996f	85.478	85.706	/
words@est1996f	@est1996f	85.706	85.934	чтоб
words@est1996f	@est1996f	85.934	86.162	быть
words@est1996f	@est1996f	86.162	86.39	стабильным
words@est1996f	@est1996f	86.39	86.618	/
words@est1996f	@est1996f	86.618	86.846	и
words@est1996f	@est1996f	86.846	87.074	ну
words@est1996f	@est1996f	87.074	87.302	и
words@est1996f	@est1996f	87.302	87.53	там
words@est1996f	@est1996f	87.53	87.758	всё
words@est1996f	@est1996f	87.758	87.986	короче
words@est1996f	@est1996f	87.986	88.214	ломается
words@est1996f	@est1996f	88.214	88.442	/
words@est1996f	@est1996f	88.442	88.67	начинает
words@est1996f	@est1996f	88.67	88.898	всё
words@est1996f	@est1996f	88.898	89.126	/
words@est1996f	@est1996f	89.126	89.354	пипец
words@est1996f	@est1996f	89.354	89.61	//
words@est1996f	@est1996f	92.43	92.57	ну
words@est1996f	@est1996f	92.57	92.71	/
words@est1996f	@est1996f	92.71	92.85	да
words@est1996f	@est1996f	92.85	92.99	/
words@est1996f	@est1996f	92.99	93.11	у
words@est1996f	@est1996f	93.11	93.39	кого
words@est1996f	@est1996f	93.39	93.53	как
words@est1996f	@est1996f	93.53	93.67	/
words@est1996f	@est1996f	93.67	93.8	у
words@est1996f	@est1996f	93.8	94.18	меня
words@est1996f	@est1996f	94.18	94.62	такой
words@est1996f	@est1996f	94.62	95.1	скачок
words@est1996f	@est1996f	95.1	95.43	был
words@est1996f	@est1996f	95.43	96.21	плавный
words@est1996f	@est1996f	96.21	96.355	но
words@est1996f	@est1996f	96.355	96.5	/
words@est1996f	@est1996f	96.5	97.238	мм
words@est1996f	@est1996f	97.238	97.32	в
words@est1996f	@est1996f	97.32	97.87	течение
words@est1996f	@est1996f	97.87	98.08	там
words@est1996f	@est1996f	98.08	98.29	/
words@est1996f	@est1996f	98.29	99.13	полугода
words@est1996f	@est1996f	99.13	100.59	наверно
words@est1996f	@est1996f	100.59	100.93	//
words@est1996f	@est1996f	100.93	101.43	поэтому
words@est1996f	@est1996f	101.43	101.58	/
words@est1996f	@est1996f	101.58	101.73	но
words@est1996f	@est1996f	101.73	102.02	так
words@est1996f	@est1996f	102.02	102.31	как
words@est1996f	@est1996f	102.31	102.46	у
words@est1996f	@est1996f	102.46	102.83	меня
words@est1996f	@est1996f	102.83	103.246	высота
words@est1996f	@est1996f	103.246	103.662	прыжка
words@est1996f	@est1996f	103.662	104.08	была
words@est1996f	@est1996f	104.08	104.622	хорошая
words@est1996f	@est1996f	104.622	105.071	всегда
words@est1996f	@est1996f	105.071	105.36	я
words@est1996f	@est1996f	105.36	105.72	э
words@est1996f	@est1996f	105.72	106.168	могла
words@est1996f	@est1996f	106.168	106.616	делать
words@est1996f	@est1996f	106.616	107.064	элементы
words@est1996f	@est1996f	107.064	107.512	просто
words@est1996f	@est1996f	107.512	107.96	они
words@est1996f	@est1996f	107.96	108.41	вот
words@est1996f	@est1996f	108.41	108.76	как
words@est1996f	@est1996f	108.76	109.06	раз
words@est1996f	@est1996f	109.06	109.75	стабильность
words@est1996f	@est1996f	109.75	110.01	/
words@est1996f	@est1996f	110.39	110.97	пропала
words@est1996f	@est1996f	110.97	111.35	//
words@est1996f	@est1996f	111.35	111.73	некоторые
words@est1996f	@est1996f	111.73	112.11	теряют
words@est1996f	@est1996f	112.11	112.49	технику
words@est1996f	@est1996f	112.49	112.87	вообще
words@est1996f	@est1996f	112.87	113.015	/
words@est1996f	@est1996f	113.015	113.16	то
words@est1996f	@est1996f	113.16	113.672	есть
words@est1996f	@est1996f	113.672	114.184	намного
words@est1996f	@est1996f	114.184	114.696	тяжелее
words@est1996f	@est1996f	114.696	114.94	им
words@est1996f	@est1996f	114.94	115.53	становится
words@est1996f	@est1996f	115.53	115.72	//
words@est1996f	@est1996f	115.96	116.342	нек...
words@est1996f	@est1996f	116.342	116.451	/
words@est1996f	@est1996f	116.451	116.56	но
words@est1996f	@est1996f	116.56	116.71	в
words@est1996f	@est1996f	116.71	117.31	основном
words@est1996f	@est1996f	117.31	117.63	это
words@est1996f	@est1996f	117.63	117.96	вот
words@est1996f	@est1996f	117.96	118.45	именно
words@est1996f	@est1996f	118.45	118.623	э
words@est1996f	@est1996f	118.623	118.796	/
words@est1996f	@est1996f	118.796	119.47	стабильность
words@est1996f	@est1996f	119.47	119.67	и
words@est1996f	@est1996f	119.67	120.33	перестройка
words@est1996f	@est1996f	120.33	120.55	как
words@est1996f	@est1996f	120.55	120.81	бы
words@est1996f	@est1996f	120.81	121.06	головы
words@est1996f	@est1996f	121.06	121.31	//
words@est1996f	@est1996f	121.33	121.59	в...
words@est1996f	@est1996f	121.59	121.85	там
words@est1996f	@est1996f	121.85	121.92	/
words@est1996f	@est1996f	121.92	121.99	у
words@est1996f	@est1996f	121.99	122.385	каждого
words@est1996f	@est1996f	122.385	123.14	по-разному
words@est1996f	@est1996f	123.14	123.26	/
words@est1996f	@est1996f	123.26	123.38	но
words@est1996f	@est1996f	123.38	123.52	в
words@est1996f	@est1996f	123.52	124.134	основном
words@est1996f	@est1996f	124.134	124.272	там
words@est1996f	@est1996f	124.272	124.41	/
words@est1996f	@est1996f	124.41	124.888	голова
words@est1996f	@est1996f	124.888	125.339	тоже
words@est1996f	@est1996f	125.339	125.79	влияет
words@est1996f	@est1996f	125.79	126.019	на
words@est1996f	@est1996f	126.019	126.31	в...
words@est1996f	@est1996f	126.31	126.63	весь
words@est1996f	@est1996f	126.63	126.96	этот
words@est1996f	@est1996f	126.96	127.245	процесс
words@est1996f	@est1996f	127.245	127.53	//
words@est1996f	@est1996f	128.92	129.43	больше
words@est1996f	@est1996f	129.43	129.81	как-то
words@est1996f	@est1996f	129.81	130.07	мыслей
words@est1996f	@est1996f	130.07	130.33	/
words@est1996f	@est1996f	130.33	130.84	больше
words@est1996f	@est1996f	130.84	131.125	ответ...
words@est1996f	@est1996f	131.125	131.41	/
words@est1996f	@est1996f	131.41	131.94	больше
words@est1996f	@est1996f	131.94	132.9	ответственности
words@est1996f	@est1996f	132.9	133.073	/
words@est1996f	@est1996f	133.073	133.246	больше
words@est1996f	@est1996f	133.246	133.42	/
words@est1996f	@est1996f	133.675	133.9	просто
words@est1996f	@est1996f	133.9	134.18	думать
words@est1996f	@est1996f	134.18	134.62	начинаешь
words@est1996f	@est1996f	134.62	135.07	больше
words@est1996f	@est1996f	135.07	135.155	/
words@est1996f	@est1996f	135.155	135.24	то
words@est1996f	@est1996f	135.24	135.559	есть
words@est1996f	@est1996f	135.559	135.97	когда
words@est1996f	@est1996f	135.97	136.245	ты
words@est1996f	@est1996f	136.245	136.52	всё
words@est1996f	@est1996f	136.52	136.873	равно
words@est1996f	@est1996f	136.873	137.29	ребёнок
words@est1996f	@est1996f	137.29	137.351	/
words@est1996f	@est1996f	137.351	137.412	ты
words@est1996f	@est1996f	137.412	137.475	/
words@est1996f	@est1996f	137.49	137.863	тебе
words@est1996f	@est1996f	137.863	138.236	сказали
words@est1996f	@est1996f	138.236	138.78	делай
words@est1996f	@est1996f	138.78	139.049	/
words@est1996f	@est1996f	139.049	139.318	ты
words@est1996f	@est1996f	139.318	139.587	идёшь
words@est1996f	@est1996f	139.587	139.857	делать
words@est1996f	@est1996f	139.857	139.941	/
words@est1996f	@est1996f	139.941	140.025	а
words@est1996f	@est1996f	140.025	140.11	/
words@est1996f	@est1996f	140.11	140.482	когда
words@est1996f	@est1996f	140.482	140.73	ты
words@est1996f	@est1996f	140.73	140.99	уже
words@est1996f	@est1996f	140.99	141.41	начинаешь
words@est1996f	@est1996f	141.41	141.83	соображать
words@est1996f	@est1996f	141.83	142.25	своей
words@est1996f	@est1996f	142.25	142.89	головой
words@est1996f	@est1996f	142.89	142.956	/
words@est1996f	@est1996f	142.956	143.022	то
words@est1996f	@est1996f	143.022	143.09	/
words@est1996f	@est1996f	143.115	143.385	будешь
words@est1996f	@est1996f	143.385	143.655	делать
words@est1996f	@est1996f	143.655	143.925	/
words@est1996f	@est1996f	143.925	144.195	ага
words@est1996f	@est1996f	144.195	144.465	//
words@est1996f	@est1996f	144.465	144.735	но
words@est1996f	@est1996f	144.735	145.005	/
words@est1996f	@est1996f	145.015	145.157	аа
words@est1996f	@est1996f	145.157	145.3	/
words@est1996f	@est1996f	145.3	145.81	верно
words@est1996f	@est1996f	145.81	146.028	ли
words@est1996f	@est1996f	146.028	146.246	/
words@est1996f	@est1996f	146.246	146.464	ну
words@est1996f	@est1996f	146.464	146.65	то
words@est1996f	@est1996f	146.65	146.82	есть
words@est1996f	@est1996f	146.82	147.316	нужно
words@est1996f	@est1996f	147.316	147.594	ли
words@est1996f	@est1996f	147.594	147.872	мне
words@est1996f	@est1996f	147.872	148.15	это
words@est1996f	@est1996f	148.15	148.428	делать
words@est1996f	@est1996f	148.428	148.706	/
words@est1996f	@est1996f	148.706	148.984	не
words@est1996f	@est1996f	148.984	149.262	нужно
words@est1996f	@est1996f	149.262	149.54	/
words@est1996f	@est1996f	149.54	149.818	а
words@est1996f	@est1996f	149.818	150.096	как
words@est1996f	@est1996f	150.096	150.374	это
words@est1996f	@est1996f	150.374	150.656	сделать
words@est1996f	@est1996f	150.656	150.758	/
words@est1996f	@est1996f	150.758	150.86	я
words@est1996f	@est1996f	150.86	151.205	хочу
words@est1996f	@est1996f	151.205	151.55	сделать
words@est1996f	@est1996f	151.55	151.895	это
words@est1996f	@est1996f	151.895	152.24	хорошо
words@est1996f	@est1996f	152.24	152.36	/
words@est1996f	@est1996f	152.36	152.48	и
words@est1996f	@est1996f	152.48	152.722	ты
words@est1996f	@est1996f	152.722	152.964	начинаешь
words@est1996f	@est1996f	152.964	153.206	анализировать
words@est1996f	@est1996f	153.206	153.448	/
words@est1996f	@est1996f	153.448	153.69	что
words@est1996f	@est1996f	153.69	153.932	сделать
words@est1996f	@est1996f	153.932	154.174	/
words@est1996f	@est1996f	154.174	154.416	что
words@est1996f	@est1996f	154.416	154.665	/
words@est1996f	@est1996f	154.695	154.872	тебе
words@est1996f	@est1996f	154.872	155.05	/
words@est1996f	@est1996f	155.05	155.46	чтобы
words@est1996f	@est1996f	155.46	155.91	сделать
words@est1996f	@est1996f	155.91	156.21	это
words@est1996f	@est1996f	156.21	156.67	ещё
words@est1996f	@est1996f	156.67	157.13	лучше
words@est1996f	@est1996f	157.13	157.28	/
words@est1996f	@est1996f	157.28	157.43	или
words@est1996f	@est1996f	157.43	157.903	просто
words@est1996f	@est1996f	157.903	158.376	сделать
words@est1996f	@est1996f	158.376	158.498	/
